,age,income,children,credit_history,overdue_payments,active_loans,years_in_job,employment_type,owns_property,assets_value,other_loans,education,city,marital_status,support_indicator ,credit_risk
4349,34,15554 złoty,brak,dobra historia,3,1,10,określona,tak,80549 złoty,1,średnie,małe,kawaler/panna,0.5405173596078926,1
4350,19,40000 złoty,3 dzieci,dobra historia,brak opóźnień,1,6,brak,tak,15653 złoty,0,średnie,małe,kawaler/panna,0.3165314361417682,0
4351,40,34230 złoty,2 dzieci,brak historii,opóźnienia,3,12,stała,tak,,0,średnie,średnie,żonaty/zamężna,0.6979551881637538,0
4352,37,29096 złoty,2 dzieci,,2,2,11,brak,tak,,0,średnie,małe,kawaler/panna,0.9882443900130156,0
4353,23,29924 złoty,brak,dobra historia,opóźnienia,3,2,samozatrudnienie,,78254 złoty,1,podstawowe,średnie,żonaty/zamężna,0.5222280035326167,0
4354,44,16193 złoty,brak,dobra historia,brak opóźnień,3,12,stała,tak,100511 złoty,0,wyższe,małe,rozwiedziony/rozwiedziona,0.2875188161948956,0
4355,47,40000 złoty,1 dzieci,dobra historia,opóźnienia,4,13,brak,nie,,0,podstawowe,małe,kawaler/panna,0.1335079088287805,0
4356,42,22506 złoty,5 dzieci,,brak opóźnień,1,7,określona,nie,118839 złoty,1,średnie,małe,kawaler/panna,0.8139513775047723,0
4357,36,25615 złoty,brak,brak historii,brak opóźnień,2,4,określona,tak,52992 złoty,0,średnie,małe,żonaty/zamężna,0.3216904477189186,0
4358,45,15922 złoty,brak,brak historii,opóźnienia,1,11,określona,tak,29689 złoty,0,średnie,duże,żonaty/zamężna,0.7451163709776664,0
4359,46,,brak,brak historii,brak opóźnień,1,7,stała,tak,137339 złoty,0,podstawowe,duże,żonaty/zamężna,0.9433644157845658,0
4360,43,27963 złoty,1 dzieci,dobra historia,2,1,0,stała,tak,,1,średnie,średnie,kawaler/panna,0.0348183717964677,0
4361,31,24557 złoty,1 dzieci,dobra historia,brak opóźnień,2,8,określona,,43767 złoty,1,średnie,średnie,żonaty/zamężna,0.0985263965617376,0
4362,42,14843 złoty,brak,dobra historia,opóźnienia,3,12,brak,tak,17991 złoty,1,średnie,małe,kawaler/panna,0.1366385777034068,0
4363,51,10729 złoty,brak,,,1,6,stała,tak,20549 złoty,0,wyższe,średnie,żonaty/zamężna,0.6208793275804535,0
4364,34,11673 złoty,1 dzieci,,,1,2,brak,,18277 złoty,1,średnie,małe,żonaty/zamężna,0.9648717599254144,0
4365,60,40000 złoty,brak,brak historii,brak opóźnień,0,8,brak,tak,128490 złoty,0,średnie,duże,kawaler/panna,0.3968377946635156,0
4366,34,16209 złoty,1 dzieci,dobra historia,brak opóźnień,2,10,stała,tak,26060 złoty,1,podstawowe,małe,żonaty/zamężna,0.5995913163019408,0
4367,40,18593 złoty,2 dzieci,dobra historia,brak opóźnień,2,13,stała,,50085 złoty,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.6122443252019495,0
4368,33,40000 złoty,1 dzieci,dobra historia,brak opóźnień,0,16,stała,nie,33671 złoty,1,podstawowe,duże,kawaler/panna,0.644947411893989,0
4369,42,12568 złoty,1 dzieci,brak historii,opóźnienia,4,5,stała,tak,93374 złoty,1,średnie,małe,żonaty/zamężna,0.5710023374541139,0
4370,22,15313 złoty,3 dzieci,brak historii,brak opóźnień,0,8,samozatrudnienie,nie,74670 złoty,0,średnie,małe,żonaty/zamężna,0.9761525830420544,0
4371,34,14997 złoty,3 dzieci,dobra historia,brak opóźnień,2,9,stała,tak,18631 złoty,0,wyższe,małe,kawaler/panna,0.2712501094736288,0
4372,29,40000 złoty,brak,brak historii,brak opóźnień,1,8,stała,nie,112510 złoty,0,średnie,duże,żonaty/zamężna,0.1066583602113373,0
4373,41,,brak,dobra historia,opóźnienia,1,1,określona,nie,95564 złoty,0,podstawowe,średnie,żonaty/zamężna,0.2202319219394072,0
4374,49,32073 złoty,2 dzieci,dobra historia,opóźnienia,2,8,określona,tak,25358 złoty,0,podstawowe,duże,żonaty/zamężna,0.3563159099465663,0
4375,46,,brak,dobra historia,,1,18,określona,nie,135052 złoty,0,podstawowe,średnie,żonaty/zamężna,0.7852174914907959,0
4376,18,16478 złoty,3 dzieci,dobra historia,brak opóźnień,1,6,stała,nie,39296 złoty,0,podstawowe,małe,kawaler/panna,0.7054527230590535,0
4377,60,40000 złoty,brak,,opóźnienia,2,8,stała,nie,23431 złoty,0,wyższe,duże,rozwiedziony/rozwiedziona,0.4789263832492323,0
4378,42,25181 złoty,3 dzieci,,brak opóźnień,3,24,stała,tak,84408 złoty,1,średnie,małe,kawaler/panna,0.7803833310701721,0
4379,32,33743 złoty,1 dzieci,dobra historia,,2,13,stała,nie,125048 złoty,1,podstawowe,średnie,kawaler/panna,0.1911498309980224,0
4380,41,20894 złoty,2 dzieci,dobra historia,,0,6,brak,tak,121052 złoty,1,podstawowe,średnie,kawaler/panna,0.972169157161212,0
4381,41,19263 złoty,brak,dobra historia,brak opóźnień,2,4,stała,tak,15652 złoty,0,średnie,duże,żonaty/zamężna,0.3298527252815869,0
4382,33,40000 złoty,5 dzieci,brak historii,,4,6,określona,,137499 złoty,0,podstawowe,małe,kawaler/panna,0.5813529811277887,0
4383,41,,brak,dobra historia,brak opóźnień,0,1,stała,nie,289148 złoty,0,średnie,duże,kawaler/panna,0.0586766195827781,0
4384,33,40000 złoty,brak,dobra historia,brak opóźnień,2,6,samozatrudnienie,nie,17992 złoty,0,podstawowe,średnie,żonaty/zamężna,0.2835199283648631,0
4385,35,25025 złoty,brak,dobra historia,brak opóźnień,3,15,stała,tak,,0,wyższe,duże,kawaler/panna,0.1242479309353957,0
4386,33,14412 złoty,3 dzieci,dobra historia,2,1,13,stała,nie,59134 złoty,1,średnie,średnie,rozwiedziony/rozwiedziona,0.6232718828840442,0
4387,25,16454 złoty,brak,,brak opóźnień,1,7,brak,nie,94930 złoty,1,średnie,średnie,kawaler/panna,0.1485551154577474,0
4388,41,23190 złoty,1 dzieci,dobra historia,,1,12,określona,nie,37881 złoty,1,wyższe,małe,kawaler/panna,0.2919497044888346,0
4389,45,16102 złoty,1 dzieci,dobra historia,brak opóźnień,1,12,określona,nie,63599 złoty,0,średnie,duże,żonaty/zamężna,0.453157488276433,0
4390,45,12660 złoty,3 dzieci,,brak opóźnień,1,12,stała,nie,72286 złoty,0,średnie,duże,kawaler/panna,0.9031600804780268,0
4391,48,40000 złoty,1 dzieci,dobra historia,opóźnienia,2,11,stała,nie,,0,średnie,małe,żonaty/zamężna,0.073868546139874,0
4392,43,16773 złoty,1 dzieci,brak historii,brak opóźnień,0,5,określona,tak,134262 złoty,1,podstawowe,duże,kawaler/panna,0.5210954090699276,0
4393,34,23602 złoty,2 dzieci,,brak opóźnień,2,12,określona,,36111 złoty,0,podstawowe,małe,rozwiedziony/rozwiedziona,0.6862151026002083,0
4394,48,25541 złoty,2 dzieci,,opóźnienia,2,7,stała,nie,,0,średnie,duże,kawaler/panna,0.8428068894669394,0
4395,26,16414 złoty,brak,,,4,9,określona,nie,96275 złoty,1,średnie,średnie,kawaler/panna,0.2628136305611349,0
4396,30,40000 złoty,brak,dobra historia,brak opóźnień,1,13,stała,,102256 złoty,1,podstawowe,duże,żonaty/zamężna,0.0267597843809517,0
4397,30,12599 złoty,brak,dobra historia,,1,16,określona,nie,28532 złoty,1,podstawowe,małe,kawaler/panna,0.0855058815479644,0
4398,50,,brak,dobra historia,,0,7,określona,,229254 złoty,0,średnie,małe,kawaler/panna,0.5159282176532025,0
4399,49,24910 złoty,brak,dobra historia,opóźnienia,1,11,stała,,,1,podstawowe,średnie,żonaty/zamężna,0.9425163332964036,0
4400,44,21436 złoty,1 dzieci,dobra historia,brak opóźnień,2,7,stała,tak,24185 złoty,0,średnie,średnie,żonaty/zamężna,0.6019550935765027,0
4401,50,,4 dzieci,dobra historia,,1,0,samozatrudnienie,tak,25082 złoty,0,średnie,średnie,kawaler/panna,0.6393529623311233,0
4402,31,34043 złoty,brak,dobra historia,brak opóźnień,2,16,określona,nie,212427 złoty,1,średnie,średnie,kawaler/panna,0.733115779743832,0
4403,43,31944 złoty,2 dzieci,,brak opóźnień,1,12,określona,nie,129316 złoty,0,wyższe,małe,żonaty/zamężna,0.3208497571894499,0
4404,38,15712 złoty,1 dzieci,,brak opóźnień,3,5,określona,nie,49631 złoty,1,podstawowe,średnie,rozwiedziony/rozwiedziona,0.4570487082390276,0
4405,48,,brak,brak historii,brak opóźnień,2,11,samozatrudnienie,tak,110254 złoty,0,wyższe,duże,rozwiedziony/rozwiedziona,0.2191610493750134,0
4406,38,,1 dzieci,dobra historia,brak opóźnień,1,15,stała,tak,,0,średnie,średnie,żonaty/zamężna,0.6353423639516858,0
4407,36,11610 złoty,4 dzieci,dobra historia,,2,6,stała,nie,28122 złoty,0,podstawowe,średnie,żonaty/zamężna,0.9397223277100016,0
4408,45,14371 złoty,brak,dobra historia,,0,10,stała,nie,23083 złoty,0,podstawowe,średnie,żonaty/zamężna,0.2820336618081309,0
4409,48,38915 złoty,1 dzieci,,brak opóźnień,0,11,stała,tak,124948 złoty,0,wyższe,średnie,żonaty/zamężna,0.83244588136831,0
4410,33,25711 złoty,brak,dobra historia,,0,4,brak,tak,34363 złoty,0,podstawowe,małe,kawaler/panna,0.8971114513711526,0
4411,39,16611 złoty,brak,,opóźnienia,1,6,stała,nie,98625 złoty,0,średnie,średnie,kawaler/panna,0.8677964288565749,0
4412,29,14339 złoty,1 dzieci,brak historii,,3,10,stała,tak,22198 złoty,0,wyższe,średnie,rozwiedziony/rozwiedziona,0.1915348216119249,0
4413,18,17022 złoty,2 dzieci,dobra historia,,0,10,stała,tak,33106 złoty,0,wyższe,duże,rozwiedziony/rozwiedziona,0.4990319413691443,0
4414,42,17637 złoty,2 dzieci,dobra historia,3,0,10,stała,nie,54313 złoty,0,średnie,małe,żonaty/zamężna,0.2668808534394503,1
4415,46,14429 złoty,brak,dobra historia,opóźnienia,2,16,stała,tak,346187 złoty,1,wyższe,małe,kawaler/panna,0.4362590996193256,0
4416,42,9219 złoty,3 dzieci,dobra historia,opóźnienia,0,15,samozatrudnienie,tak,39631 złoty,1,średnie,małe,żonaty/zamężna,0.7647261955887379,0
4417,20,38948 złoty,brak,dobra historia,brak opóźnień,0,11,stała,tak,76571 złoty,0,wyższe,małe,kawaler/panna,0.3235163211814352,0
4418,36,35786 złoty,2 dzieci,,brak opóźnień,1,5,stała,tak,55111 złoty,0,wyższe,średnie,żonaty/zamężna,0.8623907265373045,0
4419,18,,brak,dobra historia,brak opóźnień,1,12,stała,tak,15462 złoty,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.1718761311252897,0
4420,53,23580 złoty,3 dzieci,dobra historia,brak opóźnień,1,4,określona,nie,,1,średnie,małe,kawaler/panna,0.2372688009563526,0
4421,29,14028 złoty,2 dzieci,,brak opóźnień,2,5,stała,nie,59136 złoty,1,średnie,duże,kawaler/panna,0.5627976138717242,0
4422,52,19326 złoty,3 dzieci,dobra historia,2,2,7,określona,tak,107686 złoty,0,średnie,małe,żonaty/zamężna,0.2227570175788356,0
4423,49,18538 złoty,brak,brak historii,,3,6,stała,nie,17454 złoty,1,wyższe,średnie,kawaler/panna,0.1345551715450925,0
4424,30,17784 złoty,1 dzieci,,brak opóźnień,1,11,samozatrudnienie,tak,48812 złoty,0,podstawowe,małe,kawaler/panna,0.4374399339595917,0
4425,28,40000 złoty,2 dzieci,,,3,12,stała,nie,83468 złoty,0,podstawowe,małe,kawaler/panna,0.3094579397536688,0
4426,43,17673 złoty,2 dzieci,dobra historia,brak opóźnień,0,4,stała,,106792 złoty,1,podstawowe,średnie,kawaler/panna,0.4259110871775681,0
4427,31,14703 złoty,1 dzieci,,brak opóźnień,1,12,określona,tak,174514 złoty,0,średnie,średnie,rozwiedziony/rozwiedziona,0.1261051697380183,0
4428,41,15043 złoty,brak,brak historii,brak opóźnień,0,9,samozatrudnienie,tak,94292 złoty,0,wyższe,małe,żonaty/zamężna,0.772008629096542,0
4429,35,,brak,dobra historia,,1,2,stała,tak,32115 złoty,0,podstawowe,średnie,żonaty/zamężna,0.8964930283983976,0
4430,22,9642 złoty,brak,dobra historia,brak opóźnień,2,21,określona,nie,,1,średnie,duże,żonaty/zamężna,0.2824723345539599,0
4431,18,15043 złoty,3 dzieci,dobra historia,opóźnienia,1,9,stała,tak,33661 złoty,0,podstawowe,średnie,żonaty/zamężna,0.7107060248724607,0
4432,42,40000 złoty,2 dzieci,,2,2,7,samozatrudnienie,nie,79611 złoty,1,podstawowe,małe,żonaty/zamężna,0.6725933664203404,0
4433,34,24884 złoty,brak,dobra historia,,4,6,określona,,33447 złoty,0,podstawowe,średnie,kawaler/panna,0.8574781564589721,0
4434,34,24244 złoty,3 dzieci,,opóźnienia,1,6,brak,tak,128256 złoty,1,średnie,średnie,żonaty/zamężna,0.9117579144318496,0
4435,46,40000 złoty,brak,dobra historia,2,5,11,samozatrudnienie,,36762 złoty,1,podstawowe,małe,kawaler/panna,0.2122356505822968,1
4436,51,24913 złoty,brak,brak historii,opóźnienia,5,5,stała,nie,,1,podstawowe,średnie,kawaler/panna,0.8431474364909611,1
4437,37,15458 złoty,brak,,brak opóźnień,2,9,stała,nie,58878 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.1458462748234674,0
4438,36,19129 złoty,3 dzieci,brak historii,brak opóźnień,0,4,stała,nie,,0,średnie,małe,kawaler/panna,0.1304973597668938,0
4439,45,12485 złoty,2 dzieci,dobra historia,brak opóźnień,1,16,samozatrudnienie,,61425 złoty,1,średnie,małe,rozwiedziony/rozwiedziona,0.6518931495389624,0
4440,26,40000 złoty,brak,,brak opóźnień,2,10,samozatrudnienie,nie,,1,średnie,małe,żonaty/zamężna,0.3682145162506637,0
4441,42,,1 dzieci,brak historii,opóźnienia,1,6,określona,,,0,średnie,małe,kawaler/panna,0.2650460960982312,0
4442,45,38646 złoty,brak,brak historii,,2,0,stała,tak,,0,średnie,duże,żonaty/zamężna,0.7377000174750877,1
4443,46,40000 złoty,brak,,brak opóźnień,0,4,samozatrudnienie,nie,117250 złoty,1,wyższe,średnie,kawaler/panna,0.966352257361582,0
4444,20,17906 złoty,brak,dobra historia,brak opóźnień,2,5,określona,tak,68345 złoty,1,podstawowe,duże,kawaler/panna,0.297635039437247,0
4445,32,13733 złoty,brak,dobra historia,opóźnienia,0,6,stała,tak,,1,średnie,małe,kawaler/panna,0.9528070276694112,0
4446,31,21464 złoty,3 dzieci,brak historii,opóźnienia,0,17,stała,tak,48052 złoty,1,wyższe,średnie,żonaty/zamężna,0.2662478900932061,0
4447,40,14237 złoty,1 dzieci,dobra historia,,1,11,określona,tak,83206 złoty,0,średnie,średnie,żonaty/zamężna,0.6619105759806729,0
4448,44,23920 złoty,brak,dobra historia,brak opóźnień,1,9,określona,tak,24446 złoty,1,podstawowe,małe,żonaty/zamężna,0.7831627459630109,0
4449,54,38795 złoty,brak,dobra historia,,0,11,stała,,77583 złoty,0,podstawowe,duże,kawaler/panna,0.237754011713393,0
4450,35,20250 złoty,brak,dobra historia,brak opóźnień,2,14,samozatrudnienie,nie,27309 złoty,1,średnie,małe,kawaler/panna,0.3006487766881424,0
4451,35,23741 złoty,brak,,2,0,13,określona,tak,73483 złoty,0,średnie,małe,żonaty/zamężna,0.978646595714207,0
4452,51,21016 złoty,1 dzieci,dobra historia,brak opóźnień,0,14,stała,tak,75034 złoty,0,wyższe,małe,żonaty/zamężna,0.3063768917654035,0
4453,42,32904 złoty,brak,dobra historia,opóźnienia,3,9,określona,,63627 złoty,0,średnie,średnie,rozwiedziony/rozwiedziona,0.4031526113459084,0
4454,52,15773 złoty,2 dzieci,brak historii,brak opóźnień,3,13,samozatrudnienie,tak,26729 złoty,0,wyższe,małe,żonaty/zamężna,0.7349166325019088,0
4455,42,,brak,dobra historia,brak opóźnień,2,0,stała,tak,71397 złoty,0,podstawowe,średnie,żonaty/zamężna,0.6603593156002636,0
4456,28,27873 złoty,brak,brak historii,2,4,14,stała,nie,,0,średnie,średnie,żonaty/zamężna,0.871410586553836,0
4457,26,36095 złoty,3 dzieci,dobra historia,2,1,8,określona,tak,,1,średnie,małe,żonaty/zamężna,0.5186947790187488,0
4458,24,27534 złoty,brak,,brak opóźnień,1,6,stała,nie,74164 złoty,1,wyższe,średnie,żonaty/zamężna,0.3266046304664949,0
4459,46,15992 złoty,brak,dobra historia,opóźnienia,2,11,stała,tak,34266 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.8362108925882956,0
4460,51,12487 złoty,brak,dobra historia,,3,12,stała,tak,,1,wyższe,małe,rozwiedziony/rozwiedziona,0.4990047384696334,0
4461,58,28204 złoty,brak,dobra historia,,0,22,samozatrudnienie,tak,167065 złoty,0,wyższe,małe,żonaty/zamężna,0.5205419870982101,0
4462,48,,brak,brak historii,brak opóźnień,5,11,określona,tak,70167 złoty,0,podstawowe,duże,żonaty/zamężna,0.9191326367494644,1
4463,51,,brak,dobra historia,brak opóźnień,0,7,określona,tak,87155 złoty,0,średnie,małe,żonaty/zamężna,0.382752961431873,0
4464,34,40000 złoty,3 dzieci,,opóźnienia,0,9,stała,tak,,0,wyższe,średnie,kawaler/panna,0.7843001744337982,0
4465,28,13719 złoty,2 dzieci,brak historii,opóźnienia,0,12,stała,tak,165367 złoty,0,wyższe,średnie,rozwiedziony/rozwiedziona,0.9908632093983766,0
4466,48,40000 złoty,1 dzieci,,brak opóźnień,0,0,stała,tak,,0,wyższe,średnie,żonaty/zamężna,0.517995104126412,0
4467,44,22379 złoty,brak,,opóźnienia,2,11,samozatrudnienie,tak,27447 złoty,0,podstawowe,średnie,żonaty/zamężna,0.4640510301073406,0
4468,41,8797 złoty,1 dzieci,,opóźnienia,2,14,stała,tak,65839 złoty,0,wyższe,małe,żonaty/zamężna,0.2095313844425647,0
4469,43,20138 złoty,brak,dobra historia,brak opóźnień,0,8,stała,tak,79952 złoty,1,średnie,duże,kawaler/panna,0.388813073013926,0
4470,43,35587 złoty,brak,dobra historia,brak opóźnień,2,8,samozatrudnienie,,15583 złoty,1,średnie,średnie,kawaler/panna,0.2046355572236412,0
4471,52,18351 złoty,brak,brak historii,brak opóźnień,1,2,stała,,121234 złoty,0,wyższe,duże,żonaty/zamężna,0.4416666162788298,0
4472,52,10536 złoty,brak,dobra historia,,1,5,określona,tak,20675 złoty,0,wyższe,średnie,żonaty/zamężna,0.4248434576833365,0
4473,45,20287 złoty,brak,,,0,6,stała,nie,,0,średnie,małe,żonaty/zamężna,0.6417094990094283,0
4474,48,14348 złoty,brak,,,2,12,określona,nie,212281 złoty,1,średnie,duże,żonaty/zamężna,0.6594511803783083,1
4475,45,,brak,dobra historia,brak opóźnień,0,13,stała,tak,93624 złoty,0,średnie,małe,kawaler/panna,0.9586524597648856,0
4476,35,,brak,brak historii,opóźnienia,1,17,brak,tak,34477 złoty,0,średnie,małe,żonaty/zamężna,0.3179867808859822,0
4477,47,,brak,dobra historia,brak opóźnień,2,11,stała,nie,58050 złoty,1,średnie,małe,żonaty/zamężna,0.0846362584340981,0
4478,26,15476 złoty,brak,brak historii,opóźnienia,0,1,stała,,37462 złoty,0,średnie,małe,kawaler/panna,0.8415207819897667,0
4479,50,32154 złoty,brak,dobra historia,,1,16,określona,tak,58057 złoty,0,średnie,małe,kawaler/panna,0.0331260832851507,0
4480,28,14336 złoty,brak,dobra historia,brak opóźnień,1,4,brak,nie,52841 złoty,0,wyższe,małe,rozwiedziony/rozwiedziona,0.0962366010116175,0
4481,42,12822 złoty,brak,,,4,9,stała,,85377 złoty,0,podstawowe,duże,żonaty/zamężna,0.3601604471177556,1
4482,31,12217 złoty,brak,dobra historia,brak opóźnień,2,5,samozatrudnienie,tak,42107 złoty,0,wyższe,małe,rozwiedziony/rozwiedziona,0.4185610652137636,0
4483,45,26265 złoty,brak,,brak opóźnień,1,9,stała,nie,,0,podstawowe,małe,kawaler/panna,0.672237193325271,0
4484,39,,2 dzieci,brak historii,brak opóźnień,2,13,stała,nie,,0,podstawowe,średnie,kawaler/panna,0.8245853445704213,0
4485,24,15646 złoty,brak,dobra historia,brak opóźnień,1,11,określona,nie,27499 złoty,0,wyższe,średnie,kawaler/panna,0.9321137066862534,0
4486,44,22082 złoty,brak,dobra historia,brak opóźnień,3,5,określona,,56955 złoty,0,średnie,małe,żonaty/zamężna,0.0137081258488203,0
4487,34,40000 złoty,brak,dobra historia,brak opóźnień,1,13,samozatrudnienie,tak,28996 złoty,1,średnie,średnie,żonaty/zamężna,0.2239414859035394,0
4488,48,13534 złoty,brak,brak historii,,0,19,stała,tak,,1,średnie,małe,żonaty/zamężna,0.290921448196388,0
4489,40,8300 złoty,brak,dobra historia,brak opóźnień,0,10,określona,,83532 złoty,0,podstawowe,średnie,kawaler/panna,0.6897470679160755,0
4490,43,27654 złoty,4 dzieci,brak historii,opóźnienia,1,6,określona,nie,44623 złoty,0,średnie,średnie,kawaler/panna,0.95785449402543,0
4491,30,20843 złoty,2 dzieci,dobra historia,brak opóźnień,0,14,brak,,189377 złoty,1,wyższe,małe,kawaler/panna,0.0492169637567068,0
4492,34,15444 złoty,brak,brak historii,brak opóźnień,2,5,stała,tak,,1,podstawowe,średnie,kawaler/panna,0.0409955277688899,0
4493,35,30517 złoty,1 dzieci,dobra historia,opóźnienia,1,9,stała,nie,118685 złoty,1,średnie,średnie,żonaty/zamężna,0.9275424964579028,0
4494,48,,brak,dobra historia,,2,7,stała,,,1,średnie,duże,kawaler/panna,0.7698389385992128,0
4495,56,7301 złoty,brak,dobra historia,brak opóźnień,4,18,stała,tak,10000 złoty,1,podstawowe,duże,kawaler/panna,0.7288845258134359,0
4496,31,,2 dzieci,,brak opóźnień,0,10,stała,,128594 złoty,0,średnie,duże,rozwiedziony/rozwiedziona,0.9721703269855552,0
4497,50,40000 złoty,brak,dobra historia,brak opóźnień,3,7,określona,tak,35019 złoty,0,średnie,małe,żonaty/zamężna,0.2287183694618894,0
4498,18,,brak,dobra historia,brak opóźnień,3,7,stała,tak,90384 złoty,0,średnie,duże,żonaty/zamężna,0.7998851055384968,0
4499,28,30885 złoty,1 dzieci,,brak opóźnień,0,0,stała,nie,26539 złoty,0,podstawowe,małe,kawaler/panna,0.233424466826701,0
4500,30,39594 złoty,1 dzieci,dobra historia,opóźnienia,4,8,stała,,38468 złoty,1,średnie,małe,kawaler/panna,0.2418390070872935,0
4501,26,22215 złoty,4 dzieci,brak historii,opóźnienia,0,11,samozatrudnienie,,83042 złoty,0,średnie,duże,żonaty/zamężna,0.4767084772145089,0
4502,24,32805 złoty,2 dzieci,,,3,8,samozatrudnienie,tak,,1,średnie,duże,kawaler/panna,0.6398066193045289,0
4503,44,31540 złoty,2 dzieci,dobra historia,brak opóźnień,0,4,określona,tak,174677 złoty,1,podstawowe,średnie,kawaler/panna,0.2628137709308278,0
4504,37,28840 złoty,brak,,opóźnienia,2,13,stała,nie,76717 złoty,0,średnie,małe,kawaler/panna,0.526860308073615,0
4505,43,18750 złoty,brak,brak historii,,2,9,samozatrudnienie,,36422 złoty,0,średnie,małe,żonaty/zamężna,0.13746488420866,0
4506,46,24005 złoty,2 dzieci,dobra historia,brak opóźnień,0,19,stała,tak,52205 złoty,1,średnie,duże,kawaler/panna,0.9321024618218836,0
4507,42,16412 złoty,5 dzieci,dobra historia,brak opóźnień,2,6,samozatrudnienie,tak,36270 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.7231392550130952,0
4508,46,22168 złoty,brak,dobra historia,brak opóźnień,0,9,stała,tak,83911 złoty,0,podstawowe,małe,rozwiedziony/rozwiedziona,0.9823555582821566,0
4509,39,12280 złoty,4 dzieci,,brak opóźnień,3,8,stała,,114798 złoty,1,podstawowe,średnie,żonaty/zamężna,0.2404936143696581,0
4510,28,14834 złoty,brak,brak historii,2,2,7,określona,tak,136730 złoty,0,średnie,średnie,rozwiedziony/rozwiedziona,0.1395474569318116,0
4511,50,19126 złoty,brak,,opóźnienia,0,14,stała,tak,,1,średnie,średnie,kawaler/panna,0.1105274931056858,0
4512,34,13741 złoty,brak,dobra historia,,0,9,określona,nie,51038 złoty,0,średnie,małe,kawaler/panna,0.9663439006179784,0
4513,30,,brak,dobra historia,brak opóźnień,2,10,określona,nie,,0,podstawowe,małe,kawaler/panna,0.0183358522908246,0
4514,38,20293 złoty,2 dzieci,,opóźnienia,0,10,stała,nie,90065 złoty,0,podstawowe,średnie,żonaty/zamężna,0.0041687379134618,0
4515,30,26933 złoty,brak,dobra historia,brak opóźnień,1,14,brak,,,1,średnie,średnie,kawaler/panna,0.7163459886068109,0
4516,35,35405 złoty,3 dzieci,brak historii,opóźnienia,3,17,stała,,45478 złoty,1,średnie,małe,kawaler/panna,0.9814471543876928,0
4517,43,17467 złoty,1 dzieci,,brak opóźnień,1,6,brak,nie,,1,wyższe,duże,żonaty/zamężna,0.5823626763722893,0
4518,43,40000 złoty,brak,dobra historia,brak opóźnień,0,9,stała,nie,32064 złoty,0,podstawowe,średnie,kawaler/panna,0.6209844539740194,0
4519,31,,2 dzieci,,opóźnienia,0,12,stała,,91848 złoty,0,podstawowe,średnie,żonaty/zamężna,0.6131542198837864,0
4520,35,28340 złoty,brak,dobra historia,brak opóźnień,2,11,określona,,87149 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.263285767521041,0
4521,50,23785 złoty,2 dzieci,brak historii,brak opóźnień,4,14,określona,nie,,1,średnie,duże,kawaler/panna,0.2608699676228146,0
4522,44,25836 złoty,brak,dobra historia,brak opóźnień,1,7,określona,tak,,1,podstawowe,małe,żonaty/zamężna,0.1040810951556365,0
4523,60,39875 złoty,brak,,opóźnienia,2,9,brak,tak,71502 złoty,1,podstawowe,małe,żonaty/zamężna,0.4690074912086502,0
4524,51,40000 złoty,1 dzieci,dobra historia,opóźnienia,1,14,stała,tak,128430 złoty,0,średnie,małe,kawaler/panna,0.1830954385596782,0
4525,51,40000 złoty,3 dzieci,brak historii,brak opóźnień,4,7,stała,nie,16736 złoty,0,wyższe,średnie,żonaty/zamężna,0.3109428035247915,0
4526,26,22486 złoty,1 dzieci,,brak opóźnień,2,10,stała,tak,,1,wyższe,duże,rozwiedziony/rozwiedziona,0.4739115725341917,0
4527,47,29070 złoty,1 dzieci,dobra historia,opóźnienia,2,5,stała,tak,62313 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.7996002674399547,0
4528,39,40000 złoty,2 dzieci,,2,1,20,brak,nie,54606 złoty,0,średnie,małe,żonaty/zamężna,0.7448210401613096,0
4529,34,,brak,dobra historia,opóźnienia,3,10,samozatrudnienie,nie,26725 złoty,0,podstawowe,małe,żonaty/zamężna,0.7629336845107226,0
4530,41,18784 złoty,2 dzieci,,,1,16,stała,nie,19755 złoty,0,średnie,średnie,kawaler/panna,0.0195607780161338,0
4531,49,22203 złoty,brak,,brak opóźnień,0,10,samozatrudnienie,tak,72620 złoty,1,średnie,średnie,żonaty/zamężna,0.8451239286632198,0
4532,45,34537 złoty,brak,dobra historia,brak opóźnień,1,13,określona,,18967 złoty,0,wyższe,średnie,żonaty/zamężna,0.2260711196115558,0
4533,31,34807 złoty,brak,dobra historia,,0,11,stała,tak,56651 złoty,1,wyższe,duże,żonaty/zamężna,0.2806670465910507,0
4534,47,19625 złoty,brak,dobra historia,,2,14,stała,tak,10000 złoty,0,podstawowe,średnie,żonaty/zamężna,0.7285282895858598,0
4535,33,10359 złoty,brak,dobra historia,,0,14,określona,tak,117192 złoty,1,średnie,małe,rozwiedziony/rozwiedziona,0.5609223494383574,0
4536,42,24911 złoty,brak,,brak opóźnień,0,8,stała,tak,24571 złoty,1,wyższe,duże,kawaler/panna,0.2499214659551955,0
